pitch_id,pitcher_id,pitcher_side,pitch_type,pitch_initial_speed_a,break_x_a,break_z_a,pitch_initial_speed_b,spinrate_b,break_x_b,break_z_b
67,480028,R,Fastball,92.7,-5.62,6.87,92.9462,2064.15,14.3992,-19.5571
68,480028,R,Fastball,92.1,-6.4,5.82,92.4296,1077.37,18.8925,-23.44
69,480028,R,Fastball,92.3,-4.99,6.14,92.4691,2188.59,13.568,-22.8249
70,480028,R,Fastball,90.6,-7.81,5.75,91.8708,2078.41,15.1147,-16.8152
71,480028,R,Fastball,92.2,-5.27,6.86,93.3272,2134.43,11.083,-15.2488
72,480028,R,Fastball,91.7,-3.34,5.58,92.5097,2051.05,11.0248,-21.6505
73,480028,R,Fastball,90.3,-7.05,6.54,91.8064,2157.09,12.8858,-16.6128
74,480028,R,Fastball,91.1,-6.16,6.53,92.2177,2193.94,12.6367,-18.3635
75,480028,R,Fastball,91.4,-4.58,6.11,92.2881,2192.22,13.2486,-17.593
76,480028,R,Fastball,91.9,-7.88,6.61,92.8288,2315.76,13.7576,-19.7184
77,480028,R,Fastball,92.5,-7.44,8.32,93.4685,2243.06,15.6171,-15.5745
78,480028,R,Fastball,92.6,-7.98,8.45,93.9991,2329.77,15.7592,-16.7117
79,480028,R,Curveball,81.2,7.46,-3.72,82.6165,2765.78,-15.8935,-43.3956
80,480028,R,Fastball,93.4,-10.44,8.5,94.4711,853.57,16.2047,-16.4035
81,480028,R,Fastball,91.1,-3.08,8.8,92.384,2446.06,3.11557,-16.1598
82,480028,R,Fastball,91.6,-5.37,8.9,92.7021,2022.02,13.2896,-18.8217
83,480028,R,Fastball,91.1,-9.84,4.18,92.1392,2118.01,18.755,-18.4868
84,480028,R,Curveball,81.4,12.24,-1.19,82.4542,2580.84,-17.994,-48.3936
85,480028,R,Fastball,93.2,-6.49,6.55,94.0942,2126.4,13.8197,-17.9314
86,480028,R,Changeup,84.5,-7.69,2.86,84.9681,1540.88,15.0633,-33.9863
87,480028,R,Fastball,92.7,-5.3,7.7,94.223,2138.49,12.0738,-13.938
88,480028,R,Curveball,82.7,11.56,-1.35,83.7386,2625.05,-17.015,-41.0673
89,480028,R,Fastball,91.4,-5.2,6.97,92.4728,2105.97,9.89335,-19.3838
90,480028,R,Changeup,83.2,-7.73,-1.49,84.416,1886.4,14.6345,-38.3625
91,480028,R,Curveball,82.2,10.44,-1.87,83.1375,2668.71,-20.2013,-40.2739
92,480028,R,Fastball,92.9,-6.5,3.96,94.2217,2237.13,13.9349,-22.177
93,480028,R,Curveball,81.7,11.69,-1.19,82.6259,1377.14,-18.8065,-43.993
94,480028,R,Fastball,91.1,-7.73,5.91,91.7167,2142.11,16.4591,-19.4829
95,480028,R,Fastball,92.4,-6.69,5.55,93.6506,2145.36,15.0084,-21.0565
96,480028,R,Curveball,82.1,7.1,-4.69,83.3234,1260.64,-12.7145,-40.7615
97,480028,R,Curveball,83,11.05,-0.38,84.0893,561.142,-13.8632,-35.3667
98,480028,R,Fastball,92.7,-5.02,6.64,93.911,2167.99,10.0322,-13.8816
99,480028,R,Curveball,81.3,12.26,-1.35,82.589,2572.36,-18.162,-38.3729
100,480028,R,Curveball,83.5,11.52,-2.51,84.2991,2568.94,-18.0555,-35.9926
101,480028,R,Fastball,92.9,-1.27,8.33,,,,
102,480028,R,Changeup,83.3,-6.25,-2.98,,,,
103,480028,R,Fastball,92.1,-4.95,5.78,,,,
104,480028,R,Fastball,91.8,-6.21,6.3,,,,
105,480028,R,Curveball,81.2,12.3,-3.64,,,,
106,480028,R,Fastball,90.2,-6.99,7.66,,,,
107,480028,R,Fastball,90.7,-5.2,6.09,,,,
108,480028,R,Fastball,90.9,-5.11,4.33,,,,
109,480028,R,Fastball,91.3,-7.41,6.32,,,,
110,480028,R,Curveball,80.1,10.12,0.1,,,,
111,480028,R,Fastball,91.9,-5.38,8.74,,,,
112,480028,R,Fastball,90.9,-8.2,8.97,,,,
113,480028,R,Fastball,92.3,-5.02,8.57,,,,
114,480028,R,Curveball,82.3,8.44,-4.69,,,,
115,480028,R,Curveball,82.6,10.46,-6.38,,,,
116,480028,R,Fastball,92.2,-10.26,5.36,,,,
117,480028,R,Fastball,91.8,-6.58,6.48,,,,
118,480028,R,Fastball,89.6,-3.63,5.56,,,,
119,480028,R,Curveball,82.2,12.89,-0.83,,,,
120,480028,R,Fastball,91.2,-5.26,8.52,,,,
121,480028,R,Fastball,91.5,-3.87,6.1,,,,
122,480028,R,Fastball,90.5,-5.4,5.29,,,,
123,480028,R,Fastball,91.5,-4.15,8.48,,,,
124,480028,R,Fastball,92.5,-4.43,5.23,,,,
125,480028,R,Curveball,81.1,13.54,-1.85,,,,
126,480028,R,Fastball,92.8,-5.14,8.58,,,,
127,480028,R,Fastball,93,-4.27,7.9,,,,
128,480028,R,Changeup,82.9,-6.61,0.94,,,,
129,480028,R,Fastball,92.2,-8.27,5.48,,,,
130,480028,R,Changeup,83.9,-7.57,1.13,,,,
131,480028,R,Fastball,92.5,-4.74,6.78,,,,
132,480028,R,Fastball,92.5,-7.38,5.38,,,,
133,480028,R,Fastball,93.1,-7.24,5.39,,,,
134,480028,R,Fastball,93,-8.81,6.81,,,,
135,480028,R,Curveball,81.7,9.56,-0.99,,,,
136,480028,R,Curveball,83.4,11.12,-3.04,,,,
137,480028,R,Fastball,94,-7.51,4.12,,,,
138,480028,R,Curveball,84.3,12.08,-0.23,,,,
139,480028,R,Curveball,82.1,10.99,0.9,,,,
140,480028,R,Fastball,93.1,-9.26,5.13,,,,
141,480028,R,Fastball,93.1,-8.64,8.47,,,,
142,480028,R,Fastball,91.4,-9.27,7.27,,,,
143,480028,R,Fastball,91.6,-8.12,6.74,,,,
144,480028,R,Fastball,91.6,-9.05,7,,,,
145,480028,R,Fastball,93.1,-4.82,7.91,,,,
146,480028,R,Fastball,93.5,-6.44,6.59,,,,
147,480028,R,Fastball,93.2,-6.98,5.94,,,,
148,480028,R,Fastball,93.7,-6.55,5.5,,,,
149,480028,R,Fastball,93.2,-6.29,6.92,,,,
150,480028,R,Fastball,93.1,-5.92,5.48,,,,
151,480028,R,Changeup,85.5,-5.12,3.3,,,,
152,480028,R,Fastball,93.8,-7.83,5.29,,,,
153,480028,R,Fastball,91.5,-5.22,6.22,,,,
154,480028,R,Fastball,94.1,-5.47,6.84,,,,
155,480028,R,Curveball,83,7.43,-2.03,,,,
156,480028,R,Fastball,93.7,-5.95,6.12,,,,
157,480028,R,Fastball,93.7,-6.63,6.3,,,,
158,480028,R,Changeup,86.1,-6.82,4.13,,,,
159,480028,R,Fastball,93.1,-4.16,6.57,,,,
160,480028,R,Fastball,94.1,-7.82,4.57,,,,
161,480028,R,Fastball,93,-6.31,5.86,,,,
162,480028,R,Fastball,93.6,-6.37,5.6,,,,
163,480028,R,Fastball,92.6,-0.85,7.08,,,,
164,480028,R,Curveball,83.1,12.78,-1.51,,,,
165,480028,R,Fastball,93.2,-7.98,4.8,,,,
166,480028,R,Fastball,91.8,-7,6.01,,,,
167,480028,R,Fastball,91.3,-6.12,5.33,,,,
168,480028,R,Curveball,82.3,10.63,-3.72,,,,
169,480028,R,Fastball,92.7,-7.73,6.38,,,,
170,480028,R,Changeup,84.5,-5.93,5.41,,,,
171,480028,R,Fastball,94,-6.1,6.5,,,,
172,480028,R,Changeup,85.5,-6.43,3.1,,,,
173,480028,R,Fastball,94.3,-6.11,4.07,,,,
174,480028,R,Curveball,81.7,12.61,-3.13,,,,
175,480028,R,Fastball,92,-4.18,8.52,,,,
176,480028,R,Changeup,83.9,-6.65,4.86,,,,
177,480028,R,Fastball,93.6,-7.11,6.76,,,,
178,480028,R,Curveball,83.4,12.11,-0.71,,,,
179,480028,R,Changeup,82.3,-5.82,2.18,,,,
180,480028,R,Fastball,92.2,-6.76,7.62,,,,
181,480028,R,Fastball,93.2,-5.32,7.75,,,,
182,480028,R,Curveball,82.3,9.85,-1.29,,,,
183,480028,R,Fastball,92.6,-3.24,8.66,,,,
184,480028,R,Fastball,91.9,-5.8,4.93,,,,
185,480028,R,Fastball,93.4,-8.25,4.94,,,,
186,480028,R,Fastball,92.8,-8.03,6.48,,,,
187,480028,R,Fastball,94,-5.61,7.35,,,,
188,480028,R,Fastball,93.2,-5.01,7.09,,,,
189,480028,R,Fastball,93.2,-5.98,7.57,,,,
190,480028,R,Fastball,91.2,-6.64,7.06,,,,
191,480028,R,Fastball,90.9,-6.12,5.34,,,,
192,480028,R,Fastball,90.9,-5.76,6.44,,,,
193,480028,R,Fastball,88.9,4.92,3.13,,,,
194,480028,R,Fastball,92.5,-11.33,5.53,,,,
195,480028,R,Fastball,92.3,-9.23,8.57,,,,
196,480028,R,Fastball,92.6,-9.45,7.48,,,,
197,480028,R,Fastball,93.4,-6.07,9.55,,,,
198,480028,R,Fastball,93.5,-7.9,6.18,,,,
199,480028,R,Fastball,92.9,-7.42,8.32,,,,
200,480028,R,Fastball,93.4,-8.19,8.18,,,,
201,480028,R,Fastball,,,,93.2514,2170.94,12.7894,-15.3302
202,480028,R,Fastball,,,,92.6121,2155.9,17.6718,-20.7377
203,480028,R,Fastball,,,,93.507,2142.04,16.9896,-20.0442
204,480028,R,Fastball,,,,94.1229,2271.83,12.9557,-14.5085
205,480028,R,Fastball,,,,93.9593,2284.26,8.9262,-14.8836
206,480028,R,Fastball,,,,93.9017,1990.47,16.5587,-16.6034
207,480028,R,Fastball,,,,92.6177,2115.5,15.4629,-13.9207
208,480028,R,Fastball,,,,94.5052,2107.45,9.0753,-18.9438
209,480028,R,Fastball,,,,91.7248,1987.85,12.9667,-19.8831
210,480028,R,Changeup,,,,83.875,1584.86,16.2614,-37.0463
211,480028,R,Fastball,,,,91.5186,1935.17,16.6929,-19.4305
212,480028,R,Fastball,,,,93.2729,2025.97,17.2492,-19.8663
213,480028,R,Fastball,,,,94.2417,2094.96,19.0595,-18.8021
214,480028,R,Fastball,,,,93.2611,2228.79,15.8834,-21.428
215,480028,R,Fastball,,,,92.9513,2112.14,9.2154,-15.4975
216,480028,R,Fastball,,,,92.8119,2050.03,11.2104,-21.0757
217,480028,R,Fastball,,,,93.6991,2073.95,12.599,-18.0691
218,480028,R,Fastball,,,,93.2252,1915.56,13.3333,-16.7952
219,480028,R,Fastball,,,,93.2626,2091.12,16.5501,-21.7023
220,480028,R,Fastball,,,,93.6582,2118.15,18.329,-21.8837
221,480028,R,Curveball,,,,84.9095,2691.12,-14.8592,-35.5158
222,480028,R,Curveball,,,,83.9058,2722.15,-18.556,-42.75
223,480028,R,Fastball,,,,92.1567,2122.27,8.09,-18.3969
224,480028,R,Fastball,,,,93.2361,2161.14,11.0131,-17.7978
225,480028,R,Fastball,,,,92.2891,2277.67,15.2544,-19.0579
226,480028,R,Curveball,,,,82.2924,2449.12,-22.8554,-36.4347
227,480028,R,Curveball,,,,83.7714,2550.03,-18.6398,-44.484
228,480028,R,Curveball,,,,82.8883,2506.27,-20.0193,-47.4571
229,480028,R,Fastball,,,,93.2651,2117.36,9.2541,-18.941
230,480028,R,Fastball,,,,90.7201,2077.36,6.21702,-16.7833
231,480028,R,Fastball,,,,92.8439,2125.78,10.1911,-18.816
232,480028,R,Fastball,,,,93.9005,2185.47,14.3031,-17.8708
233,480028,R,Fastball,,,,92.4697,2105.97,12.3171,-21.1136
234,480028,R,Changeup,,,,84.8936,1674.75,12.7704,-26.5002
235,480028,R,Curveball,,,,82.8697,2588.97,-15.8427,-44.8867
236,480028,R,Changeup,,,,85.7801,1823.27,17.5931,-29.6315
237,480028,R,Changeup,,,,85.6043,1681.05,15.1461,-28.7762
238,480028,R,Fastball,,,,92.5906,2092.77,16.7571,-22.2142
239,480028,R,Curveball,,,,83.0386,2543.27,-19.8352,-42.8988
240,480028,R,Fastball,,,,92.2926,2113.08,15.8525,-21.7862
241,480028,R,Changeup,,,,84.3711,1541.8,10.8003,-29.3596
242,480028,R,Fastball,,,,92.7497,2090,14.009,-21.0408
243,480028,R,Fastball,,,,92.7542,2114.82,15.2405,-22.2054
244,480028,R,Fastball,,,,92.0603,2202.5,17.1229,-19.7568
245,480028,R,Curveball,,,,84.8534,1334.09,-16.2328,-32.7586
246,480028,R,Curveball,,,,82.9011,1236.18,-23.8226,-42.1128
247,480028,R,Curveball,,,,84.6495,2792.14,-15.0794,-44.4889
248,480028,R,Curveball,,,,83.2633,2631.68,-24.4154,-43.9563
249,480028,R,Changeup,,,,85.7204,1835.64,19.7402,-29.4496
250,480028,R,Fastball,,,,93.0531,2111.12,16.3083,-19.3586
251,480028,R,Fastball,,,,93.1283,2089.14,15.1517,-20.8757
252,480028,R,Curveball,,,,83.5935,2556.46,-24.0855,-37.7987
253,480028,R,Fastball,,,,92.7991,2160.02,17.1753,-19.8727
254,480028,R,Fastball,,,,94.3453,2123.2,19.345,-21.7184
255,480028,R,Fastball,,,,93.4547,2191.3,17.8055,-22.0733
256,480028,R,Fastball,,,,94.2722,2187,16.2274,-24.3631
257,480028,R,Fastball,,,,94.2888,2213.95,18.5124,-25.2374
258,480028,R,Fastball,,,,93.9757,2309.54,15.3807,-17.748
259,480028,R,Fastball,,,,94.4724,2265.57,13.179,-19.2972
260,480028,R,Fastball,,,,93.8631,2280.01,16.9994,-20.1712
261,480028,R,Fastball,,,,93.4841,2168.41,15.9071,-17.5958
262,480028,R,Fastball,,,,94.1544,2220.85,13.2831,-15.671
263,480028,R,Changeup,,,,87.3666,1762.2,16.0001,-24.9467
264,480028,R,Fastball,,,,93.1003,2183.45,13.727,-16.4882
265,480028,R,Fastball,,,,92.7123,2250.31,16.7163,-18.7943
266,480028,R,Fastball,,,,93.3645,2257.06,10.0234,-11.8506
267,480028,R,Fastball,,,,93.5848,2140.07,14.6904,-15.1779
268,480028,R,Fastball,,,,92.6636,2233.59,15.809,-26.9878
269,480028,R,Fastball,,,,93.5694,2238.08,13.9368,-16.3107
270,480028,R,Fastball,,,,93.4665,2178.91,16.2022,-18.1021
271,480028,R,Fastball,,,,94.2377,2274.15,15.995,-19.5505
272,480028,R,Fastball,,,,95.4669,2204.98,15.5502,-17.4813
273,480028,R,Curveball,,,,83.6832,2495.01,-24.6249,-39.543
274,480028,R,Fastball,,,,96.2587,2073.7,15.627,-17.2482
275,480028,R,Fastball,,,,93.3715,2154.56,19.1655,-22.6244
276,480028,R,Fastball,,,,93.4408,2155.1,12.5789,-22.8673
277,480028,R,Fastball,,,,94.8988,2195.83,16.1868,-17.9072
278,480028,R,Curveball,,,,84.2654,2432.07,-17.8182,-44.5151
279,480028,R,Fastball,,,,94.2887,2317.61,14.6933,-18.1669
280,480028,R,Fastball,,,,95.4022,2297.1,19.9374,-17.1244
281,480028,R,Fastball,,,,93.8325,2186.58,15.3132,-19.5852
282,480028,R,Changeup,,,,87.5859,1860.99,13.2316,-27.1042
283,480028,R,Changeup,,,,87.1421,1854.73,18.0661,-27.392
284,480028,R,Fastball,,,,94.3682,2279.67,16.2827,-23.9931
285,480028,R,Curveball,,,,84.2607,2593.9,-15.7425,-46.9742
286,480028,R,Fastball,,,,94.9761,2270.14,16.7832,-19.2973
287,480028,R,Fastball,,,,93.4056,2076.89,15.1704,-23.8042
288,480028,R,Fastball,,,,93.7134,2259.62,17.8402,-21.8505
289,480028,R,Fastball,,,,94.0767,2256.75,17.6387,-15.2785
290,480028,R,Fastball,,,,93.7221,2246.24,19.6852,-25.5694
291,480028,R,Fastball,,,,93.1959,2227.84,15.893,-17.3669
292,480028,R,Curveball,,,,85.1314,2580.76,-19.0777,-40.3392
293,480028,R,Fastball,,,,95.9464,2213.74,16.686,-17.0391
294,480028,R,Fastball,,,,92.3427,2173.1,17.7411,-28.1731
295,480028,R,Fastball,,,,92.2734,2160.22,17.7328,-24.9152
296,480028,R,Fastball,,,,93.1085,2198.26,17.7071,-19.1522
297,480028,R,Fastball,,,,90.9002,2049.39,18.7414,-20.6822
298,480028,R,Fastball,,,,93.7202,2180.52,16.0754,-10.562
299,480028,R,Fastball,,,,93.9805,2209.77,15.1653,-19.6651
300,480028,R,Curveball,,,,83.9373,2574.52,-15.5166,-45.1481
301,480028,R,Curveball,,,,82.7234,2612.43,-20.4079,-49.6507
302,480028,R,Curveball,,,,84.5701,1307.77,-16.9961,-41.1559
303,480028,R,Curveball,,,,82.8533,1162.06,-15.443,-37.8009
304,480028,R,Fastball,,,,94.087,2098.34,18.9213,-18.656
305,480028,R,Curveball,,,,82.6165,2275.58,-23.2688,-42.5097
306,480028,R,Curveball,,,,83.4182,2526.99,-16.8891,-42.5376
307,480028,R,Fastball,,,,93.6037,2075.09,11.9667,-20.2969
308,480028,R,Fastball,,,,95.5714,2142.34,16.0647,-18.6461
309,480028,R,Fastball,,,,94.5918,2236.74,10.616,-12.9451
310,480028,R,Fastball,,,,94.2305,2214.56,12.2736,-18.5017
311,480028,R,Fastball,,,,94.8633,2238.68,15.6463,-18.5114
312,480028,R,Fastball,,,,95.6255,2208.39,13.9657,-13.758
313,480028,R,Fastball,,,,94.6843,2203.77,17.2899,-17.2898
314,480028,R,Curveball,,,,84.3804,,-21.5708,-35.4319
315,480028,R,Curveball,,,,84.195,2426.89,-15.6949,-42.3033
316,480028,R,Fastball,,,,94.582,2226.15,14.4966,-18.3492
317,480028,R,Fastball,,,,95.1842,2322.84,16.5217,-18.9844
318,480028,R,Curveball,,,,83.7716,2288.13,-18.1703,-44.9766
319,480028,R,Curveball,,,,83.6785,2445.83,-18.0346,-44.042
320,480028,R,Fastball,,,,92.2887,2063.06,14.3671,-18.7207
321,480028,R,Fastball,,,,92.3621,2129.28,13.2526,-20.0754
322,480028,R,Fastball,,,,92.9372,2122.07,15.4176,-23.4491
323,480028,R,Fastball,,,,92.9875,2014.92,17.6579,-20.8432
324,480028,R,Fastball,,,,93.5591,2233.35,16.7899,-16.9612
325,480028,R,Fastball,,,,93.9411,2240.28,16.1317,-16.8785
326,480028,R,Curveball,,,,84.8124,2202.76,-13.0511,-37.3164
327,480028,R,Curveball,,,,84.2992,2172.44,-15.7273,-39.0865
328,480028,R,Fastball,,,,94.4133,,6.47179,-18.2941
329,480028,R,Curveball,,,,84.6169,2603.94,-19.9863,-36.5931
330,480028,R,Fastball,,,,95.5667,2427.24,5.79671,-12.6532
331,480028,R,Fastball,,,,95.1242,2359.87,16.7007,-20.4364
332,480028,R,Fastball,,,,93.7349,2180.38,14.8714,-18.0247
333,480028,R,Fastball,,,,93.5544,2173.6,14.8163,-19.8257
334,480028,R,Fastball,,,,93.4732,2157.66,16.1873,-20.1211
335,480028,R,Fastball,,,,94.9501,2242.69,15.4188,-18.0128
336,480028,R,Fastball,,,,95.3325,2225.44,14.667,-15.845
337,480028,R,Curveball,,,,85.184,2638.74,-11.7387,-35.4897
338,480028,R,Fastball,,,,94.6203,2228.27,14.9776,-19.3077
339,480028,R,Curveball,,,,83.9345,2697.14,-20.8715,-39.3189
340,480028,R,Fastball,,,,92.8527,2161.46,13.779,-19.8472
341,480028,R,Fastball,,,,93.3638,2232.8,14.8254,-21.3502
342,480028,R,Fastball,,,,95.0398,2187.65,11.6989,-17.4289
343,480028,R,Curveball,,,,83.7111,2699.54,-16.9853,-42.8118
344,480028,R,Fastball,,,,91.7772,2121.72,12.9283,-21.4674
345,480028,R,Fastball,,,,93.6382,2145.25,11.6894,-17.9912
346,480028,R,Fastball,,,,95.0151,2169.64,13.933,-15.6444
347,480028,R,Fastball,,,,93.691,2120.99,11.1344,-16.611
348,480028,R,Fastball,,,,92.6828,2205.66,14.5163,-20.4925
349,480028,R,Fastball,,,,92.7133,2138.09,12.9761,-20.4119
350,480028,R,Changeup,,,,85.2199,1882.64,13.8714,-29.3621
351,480028,R,Changeup,85.2,-7.12,8.18,,,,
352,480028,R,Fastball,93.7,-7.79,7.74,,,,
353,480028,R,Curveball,82.8,9.61,1.55,,,,
354,480028,R,Curveball,84.3,10.05,4.09,,,,
355,480028,R,Curveball,84,9.83,0.1,,,,
356,480028,R,Fastball,92.1,-10.2,4.99,,,,
357,480028,R,Fastball,93.2,-6.63,8.37,,,,
358,480028,R,Fastball,93.3,-5.32,6.76,,,,
359,480028,R,Curveball,84.6,9.08,5.14,,,,
360,480028,R,Fastball,94.5,-8.18,5.08,,,,
361,480028,R,Curveball,80.5,12.37,-2.51,,,,
362,480028,R,Fastball,94,-4.6,6.13,,,,
363,480028,R,Fastball,94.1,-6.8,5.95,,,,
364,480028,R,Fastball,94.7,-7.45,6.69,,,,
365,480028,R,Fastball,93.9,-5.86,7.7,,,,
366,480028,R,Fastball,94.9,-7.2,4.97,,,,
367,480028,R,Fastball,93.7,-8.38,6.85,,,,
368,480028,R,Fastball,94.3,-6.47,6.34,,,,
369,480028,R,Curveball,84,10.58,-3.68,,,,
370,480028,R,Fastball,91.4,-5.71,8.78,,,,
371,480028,R,Curveball,82.9,11.1,-0.35,,,,
372,480028,R,Curveball,83.2,9.83,-2.8,,,,
373,480028,R,Fastball,92.9,-7.47,6.19,,,,
374,480028,R,Fastball,92.2,-7.31,9.36,,,,
375,480028,R,Fastball,95,-6.48,9.76,,,,
376,480028,R,Fastball,94.5,-5.84,8.29,,,,
377,480028,R,Fastball,93.1,-8,5.54,,,,
378,480028,R,Fastball,92.3,-8.68,7.2,,,,
379,480028,R,Fastball,92.7,-6.89,6.31,,,,
380,480028,R,Fastball,94.5,-5.42,6,,,,
381,480028,R,Fastball,93,-8.93,6.86,,,,
382,480028,R,Fastball,91.4,-7.11,8.02,,,,
383,480028,R,Fastball,94.5,-6.6,9.66,,,,
384,480028,R,Fastball,95.3,-8.32,8.02,,,,
385,480028,R,Fastball,94.9,-3.36,10.99,,,,
386,480028,R,Curveball,82.9,10,-0.07,,,,
387,480028,R,Fastball,94.3,-7.06,9.91,,,,
388,480028,R,Fastball,94.1,-6.03,6.68,,,,
389,480028,R,Fastball,94.6,-6.27,7,,,,
390,480028,R,Fastball,94.3,-8.65,6.89,,,,
391,480028,R,Fastball,94.9,-7.8,7.54,,,,
392,480028,R,Fastball,93.5,-1.15,10.66,,,,
393,480028,R,Fastball,93.3,-4.25,7.91,,,,
394,480028,R,Fastball,93.9,-4.42,8.91,,,,
395,480028,R,Fastball,93.2,-5.71,8.43,,,,
396,480028,R,Fastball,94,-6.3,8.07,,,,
397,480028,R,Curveball,83.7,12.52,1.28,,,,
398,480028,R,Fastball,93.4,-7.86,7.11,,,,
399,480028,R,Fastball,92.9,-6.17,8.83,,,,
400,480028,R,Fastball,93.6,-6.34,8.48,,,,
401,480028,R,,94.4,-5.03,9.54,,,,
402,480028,R,,90.9,-9.62,5.24,,,,
403,480028,R,,94.2,-10.86,7.07,,,,
404,480028,R,,93.9,-11.37,7.09,,,,
405,480028,R,,85.3,-8.17,6.4,,,,
406,480028,R,,94.2,-8.23,8.61,,,,
407,480028,R,,94.1,-8.91,8.62,,,,
408,480028,R,,93.9,-8.33,8.33,,,,
409,480028,R,,94,-8.75,8.38,,,,
410,480028,R,,,,,,,,
411,480028,R,,93.8,-10.04,8.93,,,,
412,480028,R,,93.8,-8.88,10.39,,,,
413,480028,R,,86.2,-8.72,6.8,,,,
414,480028,R,,95.1,-9.43,8.12,,,,
415,480028,R,,81.8,9.47,-2.6,,,,
416,480028,R,,83,9.82,-3.11,,,,
417,480028,R,,94.2,-9.84,8.86,,,,
418,480028,R,,83.6,8.87,-0.09,,,,
419,480028,R,,95.3,-4.96,10.29,,,,
420,480028,R,,94.7,-5.37,8.64,,,,
421,480028,R,,82.8,6.09,-0.85,,,,
422,480028,R,,95.1,-9.27,6.56,,,,
423,480028,R,,84.3,10.2,-0.9,,,,
424,480028,R,,94.8,-3.97,11,,,,
425,480028,R,,93.3,-7.74,8.11,,,,
426,480028,R,,91.6,-7.59,7.51,,,,
427,480028,R,,81.2,10.7,0.62,,,,
428,480028,R,,93.2,-8.88,8.78,,,,
429,480028,R,,92.5,-9.39,5.86,,,,
430,480028,R,,93.7,-9.52,9.11,,,,
431,480028,R,,81.3,7.59,0.11,,,,
432,480028,R,,82.1,8.65,-0.52,,,,
433,480028,R,,87.2,-7.86,5.78,,,,
434,480028,R,,82.7,10.77,0.49,,,,
435,480028,R,,82.7,8.89,-1.18,,,,
436,480028,R,,94.6,-6.98,10.54,,,,
437,480028,R,,93.4,-9.82,9.08,,,,
438,480028,R,,93.1,-10.18,7.25,,,,
439,480028,R,,93.1,-6.62,13.28,,,,
440,480028,R,,94,-7.61,8.85,,,,
441,480028,R,,94.1,-4.93,12.4,,,,
442,480028,R,,94.5,-4.52,11.48,,,,
443,480028,R,,85.7,-9.57,7.64,,,,
444,480028,R,,83.7,9.11,-0.07,,,,
445,480028,R,,94.9,-8.25,12.8,,,,
446,480028,R,,82.2,6.97,-0.53,,,,
447,480028,R,,94.7,-9.47,6.89,,,,
448,480028,R,,95.1,-5.36,11.67,,,,
449,480028,R,,94.5,-10.09,8.47,,,,
450,480028,R,,93.7,-9.67,8.31,,,,
451,480028,R,,,,,81.5392,2554.07,-19.7884,-44.954
452,480028,R,,,,,82.6059,2475.62,-17.544,-44.1266
453,480028,R,,,,,92.5713,2111.16,15.1353,-18.1849
454,480028,R,,,,,91.6033,2017.68,14.1574,-23.3543
455,480028,R,,,,,91.9335,2326.65,6.6943,-20.566
456,480028,R,,,,,92.0336,2122.72,9.7879,-19.3642
457,480028,R,,,,,93.286,2376.28,8.4708,-12.5748
458,480028,R,,,,,85.4149,1778.18,11.4578,-33.6251
459,480028,R,,,,,93.2891,2389.68,5.55281,-17.7144
460,480028,R,,,,,83.2847,2564.13,-11.6976,-45.2052
461,480028,R,,,,,83.4184,2664.41,-18.2979,-45.0146
462,480028,R,,,,,81.0386,2435.48,-15.9635,-46.9627
463,480028,R,,,,,93.2089,2205.07,11.3528,-17.8755
464,480028,R,,,,,85.9085,1871.64,9.8033,-28.3843
465,480028,R,,,,,82.8816,2505.4,-17.9143,-44.2817
466,480028,R,,,,,93.4451,2155.44,12.3991,-19.1194
467,480028,R,,,,,92.8804,2252.64,13.0575,-22.029
468,480028,R,,,,,94.0824,2160.52,19.1827,-21.3331
469,480028,R,,,,,82.019,,-15.6333,-45.5617
470,480028,R,,,,,81.845,2587.53,-14.8614,-47.1258
471,480028,R,,,,,82.7489,2624.26,-15.7691,-45.5104
472,480028,R,,,,,83.8973,2594.22,-16.1138,-40.2928
473,480028,R,,,,,92.5975,2397.14,4.56782,-16.592
474,480028,R,,,,,92.5736,2280.47,6.729,-18.0908
475,480028,R,,,,,83.5526,2609.99,-15.465,-40.1577
476,480028,R,,,,,94.2214,2267.04,13.0332,-22.7382
477,480028,R,,,,,83.8847,2529.98,-16.2497,-40.474
478,480028,R,,,,,83.5376,2702.22,-20.9986,-42.4809
479,480028,R,,,,,93.1418,2468,6.7982,-15.7272
480,480028,R,,,,,84.0127,2718.06,-16.2314,-42.8901
481,480028,R,,,,,91.8375,2384.46,5.26243,-16.2387
482,480028,R,,,,,80.7593,2328.42,-17.1343,-47.1586
483,480028,R,,,,,92.8151,2472.64,7.6415,-20.2322
484,480028,R,,,,,93.7608,2333.2,6.19531,-10.9966
485,480028,R,,,,,85.3017,1696.87,15.1515,-30.0387
486,480028,R,,,,,92.7457,2029.95,14.6968,-18.9514
487,480028,R,,,,,93.2895,2075.11,15.1878,-20.4193
488,480028,R,,,,,86.0699,1608.39,14.8189,-28.5056
489,480028,R,,,,,94.5464,2003.09,12.6419,-15.6217
490,480028,R,,,,,94.9002,2258.35,3.10425,-11.9865
491,480028,R,,,,,94.7363,1944.06,17.4183,-18.3616
492,480028,R,,,,,93.9338,2232.31,9.43487,-14.8851
493,480028,R,,,,,94.4094,2014.75,20.3371,-22.238
494,480028,R,,,,,94.7796,1967.69,19.1681,-17.5702
495,480028,R,,,,,93.4645,2352.39,6.32842,-10.5594
